method,trait,chr,model,position,nearest_marker,qtl_lod,marker_variance,interval_left,interval_right,population,study,id,count
stepwiseqtl,BW,1,2015,102.73,bin_1@102.73cM_scaffold_15803_354,,12.68,99.79,105.67,gryg,diazGarcia2018_image,775,1.0
stepwiseqtl,BW,8,2015,70.35,bin_8@70.35cM_scaffold_9073_7294,,7.82,65.47,75.22999999999999,gryg,diazGarcia2018_image,776,1.0
stepwiseqtl,BW,11,2015,14.62,bin_11@14.62cM_scaffold_57381_750,,10.36,8.799999999999999,20.439999999999998,gryg,diazGarcia2018_image,777,1.0
stepwiseqtl,BW,12,2015,38.11,bin_12@38.11cM_scaffold_26512_1632,,6.23,30.955,45.265,gryg,diazGarcia2018_image,778,1.0
stepwiseqtl,BA,1,2015,105.72,bin_1@105.72cM_scaffold_75017_350,,8.99,100.675,110.765,gryg,diazGarcia2018_image,779,1.0
stepwiseqtl,BA,7,2015,56.06,bin_7@56.06cM_scaffold_15867_4759,,8.39,52.995000000000005,59.125,gryg,diazGarcia2018_image,780,1.0
stepwiseqtl,BA,11,2015,15.29,bin_11@15.29cM_scaffold_24233_376,,12.35,13.459999999999999,17.119999999999997,gryg,diazGarcia2018_image,781,1.0
stepwiseqtl,BA,11,2015,79.75,bin_11@79.75cM_scaffold_27128_4325,,7.5,77.05,82.45,gryg,diazGarcia2018_image,782,1.0
stepwiseqtl,EC,1,2015,107.52,bin_1@107.52cM_scaffold_3011_100,,6.22,103.97,111.07,gryg,diazGarcia2018_image,783,1.0
stepwiseqtl,EC,2,2015,21.4,bin_2@21.4cM_scaffold_8019_6341,,13.8,19.174999999999997,23.625,gryg,diazGarcia2018_image,784,1.0
stepwiseqtl,EC,2,2015,78.4,bin_2@78.4cM_scaffold_3671_8042,,6.85,72.59,84.21000000000001,gryg,diazGarcia2018_image,785,1.0
stepwiseqtl,EC,6,2015,45.8,bin_6@45.8cM_scaffold_66897_943,,6.6,44.235,47.364999999999995,gryg,diazGarcia2018_image,786,1.0
stepwiseqtl,EC,11,2015,14.62,bin_11@14.62cM_scaffold_57381_750,,10.19,12.51,16.73,gryg,diazGarcia2018_image,787,1.0
stepwiseqtl,EC,11,2015,75.64,bin_11@75.64cM_scaffold_28041_700,,8.83,72.44500000000001,78.835,gryg,diazGarcia2018_image,788,1.0
stepwiseqtl,EC,12,2015,50.47,bin_12@50.47cM_scaffold_10505_3485,,8.43,48.074999999999996,52.865,gryg,diazGarcia2018_image,789,1.0
stepwiseqtl,LvW,2,2015,21.4,bin_2@21.4cM_scaffold_8019_6341,,16.95,19.174999999999997,23.625,gryg,diazGarcia2018_image,790,1.0
stepwiseqtl,LvW,2,2015,87.96,bin_2@87.96cM_scaffold_90528_1718,,7.26,84.225,91.695,gryg,diazGarcia2018_image,791,1.0
stepwiseqtl,LvW,6,2015,45.8,bin_6@45.8cM_scaffold_66897_943,,6.72,40.765,50.834999999999994,gryg,diazGarcia2018_image,792,1.0
stepwiseqtl,LvW,11,2015,14.62,bin_11@14.62cM_scaffold_57381_750,,10.85,8.799999999999999,20.439999999999998,gryg,diazGarcia2018_image,793,1.0
stepwiseqtl,LvW,11,2015,75.64,bin_11@75.64cM_scaffold_28041_700,,8.6,69.955,81.325,gryg,diazGarcia2018_image,794,1.0
stepwiseqtl,LvW,12,2015,49.4,bin_12@49.4cM_scaffold_40948_2457,,10.18,47.004999999999995,51.795,gryg,diazGarcia2018_image,795,1.0
stepwiseqtl,PH_PC1,1,2015,78.6,bin_1@78.6cM_scaffold_29336_265,,8.86,75.04499999999999,82.155,gryg,diazGarcia2018_image,796,1.0
stepwiseqtl,PH_PC1,10,2015,70.47,bin_10@70.47cM_scaffold_3376_7137,,6.84,65.405,75.535,gryg,diazGarcia2018_image,797,1.0
stepwiseqtl,PH_PC1,11,2015,19.61,bin_11@19.61cM_scaffold_19468_3891,,20.89,14.719999999999999,24.5,gryg,diazGarcia2018_image,798,1.0
stepwiseqtl,PH_PC1,11,2015,77.45,bin_11@77.45cM_scaffold_31501_3799,,13.75,75.395,79.50500000000001,gryg,diazGarcia2018_image,799,1.0
stepwiseqtl,PH_PC2,1,2015,6.31,bin_1@6.31cM_scaffold_9628_2399,,7.96,3.0449999999999995,9.575,gryg,diazGarcia2018_image,800,1.0
stepwiseqtl,PH_PC2,1,2015,68.75,bin_1@68.75cM_scaffold_81148_991,,12.09,65.305,72.195,gryg,diazGarcia2018_image,801,1.0
stepwiseqtl,PH_PC2,5,2015,58.41,bin_5@58.41cM_scaffold_20507_5170,,7.7,53.245,63.574999999999996,gryg,diazGarcia2018_image,802,1.0
stepwiseqtl,PH_PC2,11,2015,23.86,bin_11@23.86cM_scaffold_101041_374,,10.16,18.97,28.75,gryg,diazGarcia2018_image,803,1.0
stepwiseqtl,PH_PC2,11,2015,84.73,bin_11@84.73cM_scaffold_52145_1927,,10.1,81.7,87.76,gryg,diazGarcia2018_image,804,1.0
stepwiseqtl,PH_PC2,12,2015,54.96,bin_12@54.96cM_scaffold_2841_5173,,15.57,53.825,56.095,gryg,diazGarcia2018_image,805,1.0
stepwiseqtl,BL,1,2016,102.54,bin_1@102.54cM_scaffold_13178_3759,,6.72,100.155,104.92500000000001,gryg,diazGarcia2018_image,806,1.0
stepwiseqtl,BL,6,2016,19.74,bin_6@19.74cM_scf207d,,6.03,14.589999999999998,24.89,gryg,diazGarcia2018_image,807,1.0
stepwiseqtl,BL,7,2016,54.49,bin_7@54.49cM_scaffold_11311_2457,,14.42,52.93,56.050000000000004,gryg,diazGarcia2018_image,808,1.0
stepwiseqtl,BL,11,2016,91.56,bin_11@91.56cM_scaffold_79690_744,,13.8,88.575,94.545,gryg,diazGarcia2018_image,809,1.0
stepwiseqtl,BW,1,2016,101.03,bin_1@101.03cM_scaffold_120913_200,,11.89,98.645,103.415,gryg,diazGarcia2018_image,810,1.0
stepwiseqtl,BW,2,2016,50.21,bin_2@50.21cM_scaffold_33914_316,,6.26,46.075,54.345,gryg,diazGarcia2018_image,811,1.0
stepwiseqtl,BW,6,2016,11.65,bin_6@11.65cM_scaffold_42330_2535,,6.87,5.7700000000000005,17.53,gryg,diazGarcia2018_image,812,1.0
stepwiseqtl,BW,7,2016,54.49,bin_7@54.49cM_scaffold_11311_2457,,16.95,52.56,56.42,gryg,diazGarcia2018_image,813,1.0
stepwiseqtl,BW,9,2016,86.8,bin_9@86.8cM_scaffold_84032_312,,6.83,85.105,88.49499999999999,gryg,diazGarcia2018_image,814,1.0
stepwiseqtl,BA,1,2016,102.54,bin_1@102.54cM_scaffold_13178_3759,,9.65,100.155,104.92500000000001,gryg,diazGarcia2018_image,815,1.0
stepwiseqtl,BA,6,2016,11.65,bin_6@11.65cM_scaffold_42330_2535,,6.95,5.7700000000000005,17.53,gryg,diazGarcia2018_image,816,1.0
stepwiseqtl,BA,9,2016,87.8,bin_9@87.8cM_scaffold_70962_1187,,6.39,86.105,89.49499999999999,gryg,diazGarcia2018_image,817,1.0
stepwiseqtl,BA,11,2016,87.29,bin_11@87.29cM_scaffold_86259_1061,,7.2,82.31500000000001,92.265,gryg,diazGarcia2018_image,818,1.0
stepwiseqtl,EC,2,2016,21.4,bin_2@21.4cM_scaffold_8019_6341,,15.53,19.134999999999998,23.665,gryg,diazGarcia2018_image,819,1.0
stepwiseqtl,EC,2,2016,78.4,bin_2@78.4cM_scaffold_3671_8042,,7.28,72.215,84.58500000000001,gryg,diazGarcia2018_image,820,1.0
stepwiseqtl,EC,6,2016,45.52,bin_6@45.52cM_scaffold_51463_1551,,7.4,43.475,47.565000000000005,gryg,diazGarcia2018_image,821,1.0
stepwiseqtl,EC,11,2016,91.56,bin_11@91.56cM_scaffold_79690_744,,6.26,88.575,94.545,gryg,diazGarcia2018_image,822,1.0
stepwiseqtl,EC,12,2016,43.51,bin_12@43.51cM_scaffold_3221_3047,,6.3,36.129999999999995,50.89,gryg,diazGarcia2018_image,823,1.0
stepwiseqtl,LvW,2,2016,22.53,bin_2@22.53cM_scaffold_28792_1608,,13.55,20.305,24.755000000000003,gryg,diazGarcia2018_image,824,1.0
stepwiseqtl,LvW,2,2016,78.4,bin_2@78.4cM_scaffold_3671_8042,,6.79,72.59,84.21000000000001,gryg,diazGarcia2018_image,825,1.0
stepwiseqtl,LvW,6,2016,45.52,bin_6@45.52cM_scaffold_51463_1551,,6.44,43.955000000000005,47.085,gryg,diazGarcia2018_image,826,1.0
stepwiseqtl,LvW,11,2016,23.86,bin_11@23.86cM_scaffold_101041_374,,7.3,20.4,27.32,gryg,diazGarcia2018_image,827,1.0
stepwiseqtl,LvW,12,2016,43.51,bin_12@43.51cM_scaffold_3221_3047,,8.86,41.765,45.254999999999995,gryg,diazGarcia2018_image,828,1.0
stepwiseqtl,PH_PC1,1,2016,32.27,bin_1@32.27cM_scaffold_8765_4335,,9.08,30.840000000000003,33.7,gryg,diazGarcia2018_image,829,1.0
stepwiseqtl,PH_PC1,2,2016,52.96,bin_2@52.96cM_scaffold_58633_892,,7.65,51.285000000000004,54.635,gryg,diazGarcia2018_image,830,1.0
stepwiseqtl,PH_PC1,6,2016,53.07,bin_6@53.07cM_scaffold_86629_1261,,13.6,50.18,55.96,gryg,diazGarcia2018_image,831,1.0
stepwiseqtl,PH_PC1,9,2016,82.31,bin_9@82.31cM_scaffold_11296_2620,,8.64,80.19500000000001,84.425,gryg,diazGarcia2018_image,832,1.0
stepwiseqtl,PH_PC1,11,2016,79.75,bin_11@79.75cM_scaffold_27128_4325,,7.99,75.77,83.73,gryg,diazGarcia2018_image,833,1.0
stepwiseqtl,PH_PC1,12,2016,27.1,bin_12@27.1cM_scaffold_23551_1829,,6.58,24.115000000000002,30.085,gryg,diazGarcia2018_image,834,1.0
stepwiseqtl,PH_PC2,2,2016,22.53,bin_2@22.53cM_scaffold_28792_1608,,11.64,19.305,25.755000000000003,gryg,diazGarcia2018_image,835,1.0
stepwiseqtl,PH_PC2,6,2016,46.16,bin_6@46.16cM_scaffold_14_22768,,7.42,40.54,51.779999999999994,gryg,diazGarcia2018_image,836,1.0
stepwiseqtl,PH_PC2,9,2016,88.8,bin_9@88.8cM_scaffold_78646_1274,,8.6,87.84,89.75999999999999,gryg,diazGarcia2018_image,837,1.0
stepwiseqtl,PH_PC2,11,2016,27.14,bin_11@27.14cM_scaffold_70819_248,,7.36,24.880000000000003,29.4,gryg,diazGarcia2018_image,838,1.0
stepwiseqtl,PH_PC2,11,2016,75.64,bin_11@75.64cM_scaffold_28041_700,,6.68,74.305,76.975,gryg,diazGarcia2018_image,839,1.0
stepwiseqtl,PH_PC2,12,2016,38.11,bin_12@38.11cM_scaffold_26512_1632,,6.31,33.035,43.185,gryg,diazGarcia2018_image,840,1.0
chemical,BRIX_DIFF,1,all-years,30.570091,scaffold_44200_416,,9.006114898,29.285073,31.855109000000002,cnj02,diazGarcia2018_massive,720,1.0
chemical,BRIX_OCT,1,all-years,31.680108,scaffold_50850_1690,,12.97924035,30.39509,32.965126,cnj02,diazGarcia2018_massive,721,1.0
chemical,BRIX_OCT,8,all-years,14.650054,SCF107477,,10.09573185,8.055040000000002,21.245068,cnj02,diazGarcia2018_massive,722,1.0
chemical,BRIX_SEP,7,all-years,52.200185,scaffold_16505_2290,,28.19833807,50.695179499999995,53.7051905,cnj02,diazGarcia2018_massive,723,1.0
digital,BCOLOR,3,all-years,8.820029,scaffold_69755_831,,16.13564213,7.26752525,10.37253275,gryg,diazGarcia2018_massive,724,1.0
digital,BCOLOR,3,all-years,33.3601,scaffold_70042_968,,17.10709793,27.217579750000002,39.50262025,gryg,diazGarcia2018_massive,725,1.0
digital,BCOLOR,3,all-years,54.230197,scaffold_52119_1893,,37.34219376,52.22519525,56.235198749999995,cnj04,diazGarcia2018_massive,726,1.0
digital,BCOLOR,11,all-years,50.060157,scaffold_7078_6962,,12.5241783,43.05262025,57.06769375,cnj02,diazGarcia2018_massive,727,1.0
digital,BCOLORVAR,3,all-years,33.360096,scaffold_13562_2793,,19.01765617,32.08258975,34.63760225,gryg,diazGarcia2018_massive,728,1.0
digital,BCOLORVAR,3,all-years,54.230197,scaffold_52119_1893,,37.70251121,52.22519525,56.235198749999995,cnj04,diazGarcia2018_massive,729,1.0
digital,BCOLORVAR,3,all-years,58.580243,SCF85773,,8.427276142,56.000240500000004,61.1602455,cnj02,diazGarcia2018_massive,730,1.0
digital,BCOLORVAR,11,all-years,43.050148,scaffold_49289_770,,14.6871236,36.1726145,49.9276815,cnj02,diazGarcia2018_massive,731,1.0
chemical,MFM_DIFF,12,all-years,74.930331,scaffold_34492_1275,,8.13390482,71.5153155,78.34534649999999,cnj02,diazGarcia2018_massive,732,1.0
chemical,MFM_OCT,10,all-years,32.910118,scaffold_12381_1637,,15.50785275,25.715101999999998,40.105134,cnj02,diazGarcia2018_massive,733,1.0
chemical,MFM_SEP,11,all-years,30.320094,scaffold_28856_2095,,15.81597061,25.4750795,35.1651085,cnj02,diazGarcia2018_massive,734,1.0
chemical,PAC_OCT,7,all-years,56.06021,scaffold_15867_4759,,8.43695283,51.865193,60.255227,cnj02,diazGarcia2018_massive,735,1.0
chemical,PAC_SEP,7,all-years,56.060219,scaffold_30770_2900,,9.659178437,52.295202499999995,59.8252355,cnj02,diazGarcia2018_massive,736,1.0
chemical,PAC_OCT,9,all-years,89.860375,contig259Fb,,9.00594376,88.4353215,91.28542850000001,cnj02,diazGarcia2018_massive,737,1.0
chemical,TA_OCT,5,all-years,47.710139,scaffold_55702_1668,,12.51122791,42.010096499999996,53.4101815,cnj02,diazGarcia2018_massive,738,1.0
chemical,TACY_DIFF,1,all-years,85.570272,X1trimcontig179737,,8.715054949,82.2952655,88.8452785,cnj02,diazGarcia2018_massive,739,1.0
chemical,TACY_OCT,3,all-years,58.580243,SCF85773,,19.64021037,53.420238000000005,63.740248,cnj02,diazGarcia2018_massive,740,1.0
chemical,TACY_SEP,3,all-years,56.180241,scf5304,,39.48183655,51.020236000000004,61.340246,cnj02,diazGarcia2018_massive,741,1.0
chemical,TACY_DIFF,11,all-years,64.540254,scaffold_2406_6866,,8.201416413,60.060237,69.02027100000001,cnj02,diazGarcia2018_massive,742,1.0
scanone,BBISFY,2,all-years,42.11004,bin_2@42.11cM_scaffold_20649_2180,10.1849000599344,11.2278087382736,40.850037,47.400043,cnj02,self,0,
scanone,BBISFY,3,2012,34.750032,bin_3@34.75cM_scaffold_113156_448,13.7882459811804,15.8972719757384,33.360031,36.190036,cnj02,self,1,
scanone,BBISFY,10,all-years,79.070077,bin_10@79.07cM_SCF201915,9.31699978902459,10.144213490906,76.350075,84.11008,cnj02,self,2,
scanone,BBISFY,11,2012,20.18002,bin_11@20.18cM_scaffold_72495_1231,12.7609452118336,14.463676896347,17.250019,21.880021,cnj02,self,3,
scanone,BBISFY,11,all-years,38.070045,bin_11@38.07cM_scaffold_7181_4242,13.766539136513,15.9825688410769,28.380033,38.690046,cnj02,self,4,
scanone,BBISFY,12,2012,54.960038,bin_12@54.96cM_scaffold_2841_5173,13.3996827178589,15.349637758882,54.390037,57.590041,cnj02,self,5,
scanone,BBITY,6,all-years,75.660098,bin_6@75.66cM_scaffold_7268_8243,9.48805741478725,11.048202233896,66.770091,79.2401,cnj02,self,6,
scanone,BBITY,10,2012,38.730041,bin_10@38.73cM_scaffold_21095_4928,14.1359666653196,13.2213234076291,34.870032,44.990047,cnj02,self,7,
scanone,BBITY,11,2012,35.390036,bin_11@35.39cM_scaffold_1773_837,19.0612513375028,19.3745449413166,30.320034,38.070045,cnj02,self,8,
scanone,BBITY,11,all-years,23.860023,bin_11@23.86cM_scaffold_101041_374,15.3765346585018,19.4988948508651,17.250019,27.990032,cnj02,self,9,
scanone,BBITY,12,2012,54.390037,bin_12@54.39cM_scaffold_70077_1397,16.497536835559,16.0541660331891,50.470034,57.590041,cnj02,self,10,
scanone,BBITY,12,all-years,57.23004,bin_12@57.23cM_scaffold_5160_1395,13.6872875985862,16.9335525197316,54.960038,58.930042,cnj02,self,11,
scanone,BBITBM,2,all-years,58.090065,bin_2@58.09cM_scaffold_6617_6407,15.5253632776546,13.0549191725708,56.670061,58.160066,cnj02,self,12,
scanone,BBITBM,4,all-years,26.770027,bin_4@26.77cM_scaffold_4724_2880,13.5503915116967,11.070054203355,18.580019,32.880036,cnj02,self,13,
scanone,BBITBM,9,2012,80.040071,bin_9@80.04cM_ct154206,8.53808405552769,10.1553105422594,75.260066,84.220074,cnj02,self,14,
scanone,BBITBM,12,2012,56.660039,bin_12@56.66cM_SCF116567,10.6000988250712,13.0396400772805,50.470034,57.590041,cnj02,self,15,
scanone,BBITBM,12,all-years,53.770035,bin_12@53.77cM_SCF69698,14.3090674825605,11.8198471328936,50.470034,57.23004,cnj02,self,16,
scanone,UBL,2,2012,74.700085,bin_2@74.7cM_scaffold_47218_1068,11.1151204559101,13.5902151555558,67.310081,82.19009,cnj02,self,17,
scanone,UBL,8,2013,20.010019,bin_8@20.01cM_scaffold_32841_3152,9.85572467448829,12.608304158076,14.950016,27.560028,cnj02,self,18,
scanone,UBL,9,2012,3.370003,bin_9@3.37cM_SCF125251,8.652195285588,10.1612109113796,1.130001,6.820007,cnj02,self,19,
scanone,UBL,10,2012,52.800056,bin_10@52.8cM_scaffold_4545_1974,10.2767826948292,12.3934227724934,50.000054,61.460062,cnj02,self,20,
scanone,UBL,10,2013,51.790055,bin_10@51.79cM_scaffold_6929_8428,10.2425816658954,13.1864365638271,47.54005,54.170057,cnj02,self,21,
scanone,UBL,10,all-years,51.790055,bin_10@51.79cM_scaffold_6929_8428,11.3958822919469,15.0311194664523,47.54005,54.170057,cnj02,self,22,
scanone,UBBL,5,2011,47.120032,bin_5@47.12cM_scaffold_19438_3420,17.5277324552319,11.5665902921735,44.110028,48.310035,cnj02,self,23,
scanone,UBBL,7,2011,54.490072,bin_7@54.49cM_scaffold_11311_2457,26.5309152436095,20.0531187888258,52.400067,55.500073,cnj02,self,24,
scanone,UBBL,7,all-years,68.540087,bin_7@68.54cM_scaffold_49549_2235,10.7747850209454,15.6021133688002,59.000078,70.330089,cnj02,self,25,
scanone,UBM,3,2011,45.51005,bin_3@45.51cM_scaffold_12440_4793,22.8835114403036,18.9356929292689,41.080046,52.940053,cnj02,self,26,
scanone,UBM,10,2011,35.900034,bin_10@35.9cM_scaffold_10256_1367,16.5328371976459,12.4427829541333,28.270022,37.250038,cnj02,self,27,
scanone,UBM,10,2013,28.150021,bin_10@28.15cM_scaffold_173749_80,19.3968793704032,14.3915462228452,21.51002,31.250026,cnj02,self,28,
scanone,UBM,11,2011,53.000061,bin_11@53cM_scaffold_51138_759,20.3395864362435,16.1983902973608,50.630058,53.590062,cnj02,self,29,
scanone,UBM,11,2012,38.070045,bin_11@38.07cM_scaffold_7181_4242,19.9965668568629,24.2153254981613,37.200041,39.200047,cnj02,self,30,
scanone,UBM,11,2013,43.470052,bin_11@43.47cM_scaffold_5369_8651,22.2464151710012,17.3361960936453,40.340049,46.900054,cnj02,self,31,
scanone,UBW,1,all-years,100.35009,bin_1@100.35cM_scaffold_81716_1234,11.8322019287624,12.1119199955655,97.960089,103.150093,cnj02,self,32,
scanone,UBW,11,2012,30.320034,bin_11@30.32cM_scaffold_28856_2095,22.546644740403,36.3614102989565,28.380033,31.230035,cnj02,self,33,
scanone,UBW,11,all-years,40.340049,bin_11@40.34cM_scaffold_3947_9416,15.6843986980709,16.9817658401631,28.380033,43.050051,cnj02,self,34,
scanone,Brix,3,2013,36.490037,bin_3@36.49cM_scaffold_3243_9538,16.3534994653249,13.2449392387794,33.360031,38.10004,cnj02,self,35,
scanone,Brix,9,2013,84.810075,bin_9@84.81cM_scaffold_10644_3379,16.1454825726719,13.0306727613812,81.240073,85.400076,cnj02,self,36,
scanone,UCD,2,2013,62.800077,bin_2@62.8cM_scaffold_131448_245,11.4801012884189,13.7715144792444,56.25006,67.310081,cnj02,self,37,
scanone,UCD,3,2011,58.580056,bin_3@58.58cM_scaffold_42994_1177,18.5200278171736,11.2174180648761,50.640052,60.960057,cnj02,self,38,
scanone,UCD,4,2012,50.140058,bin_4@50.14cM_scaffold_6529_1808,12.9836114623764,15.3058553081052,46.850055,56.420059,cnj02,self,39,
scanone,UCD,4,2013,20.360021,bin_4@20.36cM_scaffold_25620_2595,19.1311417510255,26.0951681185881,20.23002,23.500022,cnj02,self,40,
scanone,UCD,4,all-years,43.86005,bin_4@43.86cM_scaffold_65387_812,19.7382344403608,20.4967977907073,35.640043,44.730051,cnj02,self,41,
scanone,UCD,5,all-years,51.890042,bin_5@51.89cM_SCF46751,13.197920953741,12.4461232820923,50.350037,56.140045,cnj02,self,42,
scanone,UCD,7,2011,46.010056,bin_7@46.01cM_scaffold_101118_92,33.1199494175178,25.0845008257498,42.590053,49.580058,cnj02,self,43,
scanone,UCD,7,2012,46.010056,bin_7@46.01cM_scaffold_101118_92,10.4810356681385,11.8557893077067,38.260048,49.580058,cnj02,self,44,
scanone,UCD,7,all-years,46.010056,bin_7@46.01cM_scaffold_101118_92,17.5904147921531,17.6922776394774,42.590053,51.930063,cnj02,self,45,
